2015_ID,2016_ID,2017_ID,2018_ID,2019_ID,2020_ID,2021_ID,2022_ID
S0901_C01_022E,S0901_C01_022E,S0901_C01_022E,S0901_C01_022E,S0901_C01_022E,S0901_C01_022E,S0901_C01_022E,S0901_C01_022E
S0901_C01_022M,S0901_C01_022M,S0901_C01_022M,S0901_C01_022M,S0901_C01_022M,S0901_C01_022M,S0901_C01_022M,S0901_C01_022M
S0901_C01_023E,S0901_C01_023E,S0901_C01_023E,S0901_C01_023E,S0901_C01_023E,S0901_C01_023E,S0901_C01_023E,S0901_C01_023E
S0901_C01_023M,S0901_C01_023M,S0901_C01_023M,S0901_C01_023M,S0901_C01_023M,S0901_C01_023M,S0901_C01_023M,S0901_C01_023M
S0901_C01_024E,S0901_C01_024E,S0901_C01_024E,S0901_C01_024E,S0901_C01_024E,S0901_C01_024E,S0901_C01_024E,S0901_C01_024E
S0901_C01_024M,S0901_C01_024M,S0901_C01_024M,S0901_C01_024M,S0901_C01_024M,S0901_C01_024M,S0901_C01_024M,S0901_C01_024M
S0901_C01_025E,S0901_C01_025E,S0901_C01_025E,S0901_C01_025E,S0901_C01_025E,S0901_C01_025E,S0901_C01_025E,S0901_C01_025E
S0901_C01_025M,S0901_C01_025M,S0901_C01_025M,S0901_C01_025M,S0901_C01_025M,S0901_C01_025M,S0901_C01_025M,S0901_C01_025M
S0901_C01_026E,S0901_C01_026E,S0901_C01_026E,S0901_C01_026E,S0901_C01_026E,S0901_C01_026E,S0901_C01_026E,S0901_C01_026E
S0901_C01_026M,S0901_C01_026M,S0901_C01_026M,S0901_C01_026M,S0901_C01_026M,S0901_C01_026M,S0901_C01_026M,S0901_C01_026M
S0901_C01_027E,S0901_C01_027E,S0901_C01_027E,S0901_C01_027E,S0901_C01_027E,S0901_C01_027E,S0901_C01_027E,S0901_C01_027E
S0901_C01_027M,S0901_C01_027M,S0901_C01_027M,S0901_C01_027M,S0901_C01_027M,S0901_C01_027M,S0901_C01_027M,S0901_C01_027M
S0901_C01_028E,S0901_C01_028E,S0901_C01_028E,S0901_C01_028E,S0901_C01_028E,S0901_C01_028E,S0901_C01_028E,S0901_C01_028E
S0901_C01_028M,S0901_C01_028M,S0901_C01_028M,S0901_C01_028M,S0901_C01_028M,S0901_C01_028M,S0901_C01_028M,S0901_C01_028M
S0901_C01_029E,S0901_C01_029E,S0901_C01_029E,S0901_C01_029E,S0901_C01_029E,S0901_C01_029E,S0901_C01_029E,S0901_C01_029E
S0901_C01_029M,S0901_C01_029M,S0901_C01_029M,S0901_C01_029M,S0901_C01_029M,S0901_C01_029M,S0901_C01_029M,S0901_C01_029M
S0901_C01_030E,S0901_C01_030E,S0901_C01_030E,S0901_C01_030E,S0901_C01_030E,S0901_C01_030E,S0901_C01_030E,S0901_C01_030E
S0901_C01_030M,S0901_C01_030M,S0901_C01_030M,S0901_C01_030M,S0901_C01_030M,S0901_C01_030M,S0901_C01_030M,S0901_C01_030M
S0901_C01_031E,S0901_C01_031E,S0901_C01_031E,S0901_C01_031E,S0901_C01_031E,S0901_C01_031E,S0901_C01_031E,S0901_C01_031E
S0901_C01_031M,S0901_C01_031M,S0901_C01_031M,S0901_C01_031M,S0901_C01_031M,S0901_C01_031M,S0901_C01_031M,S0901_C01_031M
S0901_C01_032E,S0901_C01_032E,S0901_C01_032E,S0901_C01_032E,S0901_C01_032E,S0901_C01_032E,S0901_C01_032E,S0901_C01_032E
S0901_C01_032M,S0901_C01_032M,S0901_C01_032M,S0901_C01_032M,S0901_C01_032M,S0901_C01_032M,S0901_C01_032M,S0901_C01_032M
S0901_C01_033E,S0901_C01_033E,S0901_C01_033E,S0901_C01_033E,S0901_C01_033E,S0901_C01_033E,S0901_C01_033E,S0901_C01_033E
S0901_C01_033M,S0901_C01_033M,S0901_C01_033M,S0901_C01_033M,S0901_C01_033M,S0901_C01_033M,S0901_C01_033M,S0901_C01_033M
S0901_C01_034E,S0901_C01_034E,S0901_C01_034E,S0901_C01_034E,S0901_C01_034E,S0901_C01_034E,S0901_C01_034E,S0901_C01_034E
S0901_C01_034M,S0901_C01_034M,S0901_C01_034M,S0901_C01_034M,S0901_C01_034M,S0901_C01_034M,S0901_C01_034M,S0901_C01_034M
S0901_C01_035E,S0901_C01_035E,S0901_C01_035E,S0901_C01_035E,S0901_C01_035E,S0901_C01_035E,S0901_C01_035E,S0901_C01_035E
S0901_C01_035M,S0901_C01_035M,S0901_C01_035M,S0901_C01_035M,S0901_C01_035M,S0901_C01_035M,S0901_C01_035M,S0901_C01_035M
S0901_C01_036E,S0901_C01_036E,S0901_C01_036E,S0901_C01_036E,S0901_C01_036E,S0901_C01_036E,S0901_C01_036E,S0901_C01_036E
S0901_C01_036M,S0901_C01_036M,S0901_C01_036M,S0901_C01_036M,S0901_C01_036M,S0901_C01_036M,S0901_C01_036M,S0901_C01_036M
S0901_C01_037E,S0901_C01_037E,S0901_C01_037E,S0901_C01_037E,S0901_C01_037E,S0901_C01_037E,S0901_C01_037E,S0901_C01_037E
S0901_C01_037M,S0901_C01_037M,S0901_C01_037M,S0901_C01_037M,S0901_C01_037M,S0901_C01_037M,S0901_C01_037M,S0901_C01_037M
S0901_C02_001E,S0901_C02_001E,S0901_C02_001E,S0901_C02_001E,S0901_C02_001E,S0901_C02_001E,S0901_C02_001E,S0901_C02_001E
S0901_C02_001M,S0901_C02_001M,S0901_C02_001M,S0901_C02_001M,S0901_C02_001M,S0901_C02_001M,S0901_C02_001M,S0901_C02_001M
S0901_C02_002E,S0901_C02_002E,S0901_C02_002E,S0901_C02_002E,S0901_C02_002E,S0901_C02_002E,S0901_C02_002E,S0901_C02_002E
S0901_C02_002M,S0901_C02_002M,S0901_C02_002M,S0901_C02_002M,S0901_C02_002M,S0901_C02_002M,S0901_C02_002M,S0901_C02_002M
S0901_C02_003E,S0901_C02_003E,S0901_C02_003E,S0901_C02_003E,S0901_C02_003E,S0901_C02_003E,S0901_C02_003E,S0901_C02_003E
S0901_C02_003M,S0901_C02_003M,S0901_C02_003M,S0901_C02_003M,S0901_C02_003M,S0901_C02_003M,S0901_C02_003M,S0901_C02_003M
S0901_C02_004E,S0901_C02_004E,S0901_C02_004E,S0901_C02_004E,S0901_C02_004E,S0901_C02_004E,S0901_C02_004E,S0901_C02_004E
S0901_C02_004M,S0901_C02_004M,S0901_C02_004M,S0901_C02_004M,S0901_C02_004M,S0901_C02_004M,S0901_C02_004M,S0901_C02_004M
S0901_C02_005E,S0901_C02_005E,S0901_C02_005E,S0901_C02_005E,S0901_C02_005E,S0901_C02_005E,S0901_C02_005E,S0901_C02_005E
S0901_C02_005M,S0901_C02_005M,S0901_C02_005M,S0901_C02_005M,S0901_C02_005M,S0901_C02_005M,S0901_C02_005M,S0901_C02_005M
S0901_C02_006E,S0901_C02_006E,S0901_C02_006E,S0901_C02_006E,S0901_C02_006E,S0901_C02_006E,S0901_C02_006E,S0901_C02_006E
S0901_C02_006M,S0901_C02_006M,S0901_C02_006M,S0901_C02_006M,S0901_C02_006M,S0901_C02_006M,S0901_C02_006M,S0901_C02_006M
S0901_C02_007E,S0901_C02_007E,S0901_C02_007E,S0901_C02_007E,S0901_C02_007E,S0901_C02_007E,S0901_C02_007E,S0901_C02_007E
S0901_C02_007M,S0901_C02_007M,S0901_C02_007M,S0901_C02_007M,S0901_C02_007M,S0901_C02_007M,S0901_C02_007M,S0901_C02_007M
S0901_C02_008E,S0901_C02_008E,S0901_C02_008E,S0901_C02_008E,S0901_C02_008E,S0901_C02_008E,S0901_C02_008E,S0901_C02_008E
S0901_C02_008M,S0901_C02_008M,S0901_C02_008M,S0901_C02_008M,S0901_C02_008M,S0901_C02_008M,S0901_C02_008M,S0901_C02_008M
S0901_C02_009E,S0901_C02_009E,S0901_C02_009E,S0901_C02_009E,S0901_C02_009E,S0901_C02_009E,S0901_C02_009E,S0901_C02_009E
S0901_C02_009M,S0901_C02_009M,S0901_C02_009M,S0901_C02_009M,S0901_C02_009M,S0901_C02_009M,S0901_C02_009M,S0901_C02_009M
S0901_C02_010E,S0901_C02_010E,S0901_C02_010E,S0901_C02_010E,S0901_C02_010E,S0901_C02_010E,S0901_C02_010E,S0901_C02_010E
S0901_C02_010M,S0901_C02_010M,S0901_C02_010M,S0901_C02_010M,S0901_C02_010M,S0901_C02_010M,S0901_C02_010M,S0901_C02_010M
S0901_C02_011E,S0901_C02_011E,S0901_C02_011E,S0901_C02_011E,S0901_C02_011E,S0901_C02_011E,S0901_C02_011E,S0901_C02_011E
S0901_C02_011M,S0901_C02_011M,S0901_C02_011M,S0901_C02_011M,S0901_C02_011M,S0901_C02_011M,S0901_C02_011M,S0901_C02_011M
S0901_C02_012E,S0901_C02_012E,S0901_C02_012E,S0901_C02_012E,S0901_C02_012E,S0901_C02_012E,S0901_C02_012E,S0901_C02_012E
S0901_C02_012M,S0901_C02_012M,S0901_C02_012M,S0901_C02_012M,S0901_C02_012M,S0901_C02_012M,S0901_C02_012M,S0901_C02_012M
S0901_C02_013E,S0901_C02_013E,S0901_C02_013E,S0901_C02_013E,S0901_C02_013E,S0901_C02_013E,S0901_C02_013E,S0901_C02_013E
S0901_C02_013M,S0901_C02_013M,S0901_C02_013M,S0901_C02_013M,S0901_C02_013M,S0901_C02_013M,S0901_C02_013M,S0901_C02_013M
S0901_C02_014E,S0901_C02_014E,S0901_C02_014E,S0901_C02_014E,S0901_C02_014E,S0901_C02_014E,S0901_C02_014E,S0901_C02_014E
S0901_C02_014M,S0901_C02_014M,S0901_C02_014M,S0901_C02_014M,S0901_C02_014M,S0901_C02_014M,S0901_C02_014M,S0901_C02_014M
S0901_C02_015E,S0901_C02_015E,S0901_C02_015E,S0901_C02_015E,S0901_C02_015E,S0901_C02_015E,S0901_C02_015E,S0901_C02_015E
S0901_C02_015M,S0901_C02_015M,S0901_C02_015M,S0901_C02_015M,S0901_C02_015M,S0901_C02_015M,S0901_C02_015M,S0901_C02_015M
S0901_C02_016E,S0901_C02_016E,S0901_C02_016E,S0901_C02_016E,S0901_C02_016E,S0901_C02_016E,S0901_C02_016E,S0901_C02_016E
S0901_C02_016M,S0901_C02_016M,S0901_C02_016M,S0901_C02_016M,S0901_C02_016M,S0901_C02_016M,S0901_C02_016M,S0901_C02_016M
S0901_C02_017E,S0901_C02_017E,S0901_C02_017E,S0901_C02_017E,S0901_C02_017E,S0901_C02_017E,S0901_C02_017E,S0901_C02_017E
S0901_C02_017M,S0901_C02_017M,S0901_C02_017M,S0901_C02_017M,S0901_C02_017M,S0901_C02_017M,S0901_C02_017M,S0901_C02_017M
S0901_C02_018E,S0901_C02_018E,S0901_C02_018E,S0901_C02_018E,S0901_C02_018E,S0901_C02_018E,S0901_C02_018E,S0901_C02_018E
S0901_C02_018M,S0901_C02_018M,S0901_C02_018M,S0901_C02_018M,S0901_C02_018M,S0901_C02_018M,S0901_C02_018M,S0901_C02_018M
S0901_C02_019E,S0901_C02_019E,S0901_C02_019E,S0901_C02_019E,S0901_C02_019E,S0901_C02_019E,S0901_C02_019E,S0901_C02_019E
S0901_C02_019M,S0901_C02_019M,S0901_C02_019M,S0901_C02_019M,S0901_C02_019M,S0901_C02_019M,S0901_C02_019M,S0901_C02_019M
S0901_C02_020E,S0901_C02_020E,S0901_C02_020E,S0901_C02_020E,S0901_C02_020E,S0901_C02_020E,S0901_C02_020E,S0901_C02_020E
S0901_C02_020M,S0901_C02_020M,S0901_C02_020M,S0901_C02_020M,S0901_C02_020M,S0901_C02_020M,S0901_C02_020M,S0901_C02_020M
S0901_C02_022E,S0901_C02_022E,S0901_C02_022E,S0901_C02_022E,S0901_C02_022E,S0901_C02_022E,S0901_C02_022E,S0901_C02_022E
S0901_C02_022M,S0901_C02_022M,S0901_C02_022M,S0901_C02_022M,S0901_C02_022M,S0901_C02_022M,S0901_C02_022M,S0901_C02_022M
S0901_C02_023E,S0901_C02_023E,S0901_C02_023E,S0901_C02_023E,S0901_C02_023E,S0901_C02_023E,S0901_C02_023E,S0901_C02_023E
S0901_C02_023M,S0901_C02_023M,S0901_C02_023M,S0901_C02_023M,S0901_C02_023M,S0901_C02_023M,S0901_C02_023M,S0901_C02_023M
S0901_C02_024E,S0901_C02_024E,S0901_C02_024E,S0901_C02_024E,S0901_C02_024E,S0901_C02_024E,S0901_C02_024E,S0901_C02_024E
S0901_C02_024M,S0901_C02_024M,S0901_C02_024M,S0901_C02_024M,S0901_C02_024M,S0901_C02_024M,S0901_C02_024M,S0901_C02_024M
S0901_C02_025E,S0901_C02_025E,S0901_C02_025E,S0901_C02_025E,S0901_C02_025E,S0901_C02_025E,S0901_C02_025E,S0901_C02_025E
S0901_C02_025M,S0901_C02_025M,S0901_C02_025M,S0901_C02_025M,S0901_C02_025M,S0901_C02_025M,S0901_C02_025M,S0901_C02_025M
S0901_C02_026E,S0901_C02_026E,S0901_C02_026E,S0901_C02_026E,S0901_C02_026E,S0901_C02_026E,S0901_C02_026E,S0901_C02_026E
S0901_C02_026M,S0901_C02_026M,S0901_C02_026M,S0901_C02_026M,S0901_C02_026M,S0901_C02_026M,S0901_C02_026M,S0901_C02_026M
S0901_C02_027E,S0901_C02_027E,S0901_C02_027E,S0901_C02_027E,S0901_C02_027E,S0901_C02_027E,S0901_C02_027E,S0901_C02_027E
S0901_C02_027M,S0901_C02_027M,S0901_C02_027M,S0901_C02_027M,S0901_C02_027M,S0901_C02_027M,S0901_C02_027M,S0901_C02_027M
S0901_C02_028E,S0901_C02_028E,S0901_C02_028E,S0901_C02_028E,S0901_C02_028E,S0901_C02_028E,S0901_C02_028E,S0901_C02_028E
S0901_C02_028M,S0901_C02_028M,S0901_C02_028M,S0901_C02_028M,S0901_C02_028M,S0901_C02_028M,S0901_C02_028M,S0901_C02_028M
S0901_C02_029E,S0901_C02_029E,S0901_C02_029E,S0901_C02_029E,S0901_C02_029E,S0901_C02_029E,S0901_C02_029E,S0901_C02_029E
S0901_C02_029M,S0901_C02_029M,S0901_C02_029M,S0901_C02_029M,S0901_C02_029M,S0901_C02_029M,S0901_C02_029M,S0901_C02_029M
S0901_C02_030E,S0901_C02_030E,S0901_C02_030E,S0901_C02_030E,S0901_C02_030E,S0901_C02_030E,S0901_C02_030E,S0901_C02_030E
S0901_C02_030M,S0901_C02_030M,S0901_C02_030M,S0901_C02_030M,S0901_C02_030M,S0901_C02_030M,S0901_C02_030M,S0901_C02_030M
S0901_C02_031E,S0901_C02_031E,S0901_C02_031E,S0901_C02_031E,S0901_C02_031E,S0901_C02_031E,S0901_C02_031E,S0901_C02_031E
S0901_C02_031M,S0901_C02_031M,S0901_C02_031M,S0901_C02_031M,S0901_C02_031M,S0901_C02_031M,S0901_C02_031M,S0901_C02_031M
S0901_C02_032E,S0901_C02_032E,S0901_C02_032E,S0901_C02_032E,S0901_C02_032E,S0901_C02_032E,S0901_C02_032E,S0901_C02_032E
S0901_C02_032M,S0901_C02_032M,S0901_C02_032M,S0901_C02_032M,S0901_C02_032M,S0901_C02_032M,S0901_C02_032M,S0901_C02_032M
S0901_C02_033E,S0901_C02_033E,S0901_C02_033E,S0901_C02_033E,S0901_C02_033E,S0901_C02_033E,S0901_C02_033E,S0901_C02_033E
S0901_C02_033M,S0901_C02_033M,S0901_C02_033M,S0901_C02_033M,S0901_C02_033M,S0901_C02_033M,S0901_C02_033M,S0901_C02_033M
S0901_C02_034E,S0901_C02_034E,S0901_C02_034E,S0901_C02_034E,S0901_C02_034E,S0901_C02_034E,S0901_C02_034E,S0901_C02_034E
S0901_C02_034M,S0901_C02_034M,S0901_C02_034M,S0901_C02_034M,S0901_C02_034M,S0901_C02_034M,S0901_C02_034M,S0901_C02_034M
S0901_C02_035E,S0901_C02_035E,S0901_C02_035E,S0901_C02_035E,S0901_C02_035E,S0901_C02_035E,S0901_C02_035E,S0901_C02_035E
S0901_C02_035M,S0901_C02_035M,S0901_C02_035M,S0901_C02_035M,S0901_C02_035M,S0901_C02_035M,S0901_C02_035M,S0901_C02_035M
S0901_C02_036E,S0901_C02_036E,S0901_C02_036E,S0901_C02_036E,S0901_C02_036E,S0901_C02_036E,S0901_C02_036E,S0901_C02_036E
S0901_C02_036M,S0901_C02_036M,S0901_C02_036M,S0901_C02_036M,S0901_C02_036M,S0901_C02_036M,S0901_C02_036M,S0901_C02_036M
S0901_C02_037E,S0901_C02_037E,S0901_C02_037E,S0901_C02_037E,S0901_C02_037E,S0901_C02_037E,S0901_C02_037E,S0901_C02_037E
S0901_C02_037M,S0901_C02_037M,S0901_C02_037M,S0901_C02_037M,S0901_C02_037M,S0901_C02_037M,S0901_C02_037M,S0901_C02_037M
S0901_C03_001E,S0901_C03_001E,S0901_C03_001E,S0901_C03_001E,S0901_C03_001E,S0901_C03_001E,S0901_C03_001E,S0901_C03_001E
S0901_C03_001M,S0901_C03_001M,S0901_C03_001M,S0901_C03_001M,S0901_C03_001M,S0901_C03_001M,S0901_C03_001M,S0901_C03_001M
S0901_C03_002E,S0901_C03_002E,S0901_C03_002E,S0901_C03_002E,S0901_C03_002E,S0901_C03_002E,S0901_C03_002E,S0901_C03_002E
S0901_C03_002M,S0901_C03_002M,S0901_C03_002M,S0901_C03_002M,S0901_C03_002M,S0901_C03_002M,S0901_C03_002M,S0901_C03_002M
S0901_C03_003E,S0901_C03_003E,S0901_C03_003E,S0901_C03_003E,S0901_C03_003E,S0901_C03_003E,S0901_C03_003E,S0901_C03_003E
S0901_C03_003M,S0901_C03_003M,S0901_C03_003M,S0901_C03_003M,S0901_C03_003M,S0901_C03_003M,S0901_C03_003M,S0901_C03_003M
S0901_C03_004E,S0901_C03_004E,S0901_C03_004E,S0901_C03_004E,S0901_C03_004E,S0901_C03_004E,S0901_C03_004E,S0901_C03_004E
S0901_C03_004M,S0901_C03_004M,S0901_C03_004M,S0901_C03_004M,S0901_C03_004M,S0901_C03_004M,S0901_C03_004M,S0901_C03_004M
S0901_C03_005E,S0901_C03_005E,S0901_C03_005E,S0901_C03_005E,S0901_C03_005E,S0901_C03_005E,S0901_C03_005E,S0901_C03_005E
S0901_C03_005M,S0901_C03_005M,S0901_C03_005M,S0901_C03_005M,S0901_C03_005M,S0901_C03_005M,S0901_C03_005M,S0901_C03_005M
S0901_C03_006E,S0901_C03_006E,S0901_C03_006E,S0901_C03_006E,S0901_C03_006E,S0901_C03_006E,S0901_C03_006E,S0901_C03_006E
S0901_C03_006M,S0901_C03_006M,S0901_C03_006M,S0901_C03_006M,S0901_C03_006M,S0901_C03_006M,S0901_C03_006M,S0901_C03_006M
S0901_C03_007E,S0901_C03_007E,S0901_C03_007E,S0901_C03_007E,S0901_C03_007E,S0901_C03_007E,S0901_C03_007E,S0901_C03_007E
S0901_C03_007M,S0901_C03_007M,S0901_C03_007M,S0901_C03_007M,S0901_C03_007M,S0901_C03_007M,S0901_C03_007M,S0901_C03_007M
S0901_C03_008E,S0901_C03_008E,S0901_C03_008E,S0901_C03_008E,S0901_C03_008E,S0901_C03_008E,S0901_C03_008E,S0901_C03_008E
S0901_C03_008M,S0901_C03_008M,S0901_C03_008M,S0901_C03_008M,S0901_C03_008M,S0901_C03_008M,S0901_C03_008M,S0901_C03_008M
S0901_C03_009E,S0901_C03_009E,S0901_C03_009E,S0901_C03_009E,S0901_C03_009E,S0901_C03_009E,S0901_C03_009E,S0901_C03_009E
S0901_C03_009M,S0901_C03_009M,S0901_C03_009M,S0901_C03_009M,S0901_C03_009M,S0901_C03_009M,S0901_C03_009M,S0901_C03_009M
S0901_C03_010E,S0901_C03_010E,S0901_C03_010E,S0901_C03_010E,S0901_C03_010E,S0901_C03_010E,S0901_C03_010E,S0901_C03_010E
S0901_C03_010M,S0901_C03_010M,S0901_C03_010M,S0901_C03_010M,S0901_C03_010M,S0901_C03_010M,S0901_C03_010M,S0901_C03_010M
S0901_C03_011E,S0901_C03_011E,S0901_C03_011E,S0901_C03_011E,S0901_C03_011E,S0901_C03_011E,S0901_C03_011E,S0901_C03_011E
S0901_C03_011M,S0901_C03_011M,S0901_C03_011M,S0901_C03_011M,S0901_C03_011M,S0901_C03_011M,S0901_C03_011M,S0901_C03_011M
S0901_C03_012E,S0901_C03_012E,S0901_C03_012E,S0901_C03_012E,S0901_C03_012E,S0901_C03_012E,S0901_C03_012E,S0901_C03_012E
S0901_C03_012M,S0901_C03_012M,S0901_C03_012M,S0901_C03_012M,S0901_C03_012M,S0901_C03_012M,S0901_C03_012M,S0901_C03_012M
S0901_C03_013E,S0901_C03_013E,S0901_C03_013E,S0901_C03_013E,S0901_C03_013E,S0901_C03_013E,S0901_C03_013E,S0901_C03_013E
S0901_C03_013M,S0901_C03_013M,S0901_C03_013M,S0901_C03_013M,S0901_C03_013M,S0901_C03_013M,S0901_C03_013M,S0901_C03_013M
S0901_C03_014E,S0901_C03_014E,S0901_C03_014E,S0901_C03_014E,S0901_C03_014E,S0901_C03_014E,S0901_C03_014E,S0901_C03_014E
S0901_C03_014M,S0901_C03_014M,S0901_C03_014M,S0901_C03_014M,S0901_C03_014M,S0901_C03_014M,S0901_C03_014M,S0901_C03_014M
S0901_C03_015E,S0901_C03_015E,S0901_C03_015E,S0901_C03_015E,S0901_C03_015E,S0901_C03_015E,S0901_C03_015E,S0901_C03_015E
S0901_C03_015M,S0901_C03_015M,S0901_C03_015M,S0901_C03_015M,S0901_C03_015M,S0901_C03_015M,S0901_C03_015M,S0901_C03_015M
S0901_C03_016E,S0901_C03_016E,S0901_C03_016E,S0901_C03_016E,S0901_C03_016E,S0901_C03_016E,S0901_C03_016E,S0901_C03_016E
S0901_C03_016M,S0901_C03_016M,S0901_C03_016M,S0901_C03_016M,S0901_C03_016M,S0901_C03_016M,S0901_C03_016M,S0901_C03_016M
S0901_C03_017E,S0901_C03_017E,S0901_C03_017E,S0901_C03_017E,S0901_C03_017E,S0901_C03_017E,S0901_C03_017E,S0901_C03_017E
S0901_C03_017M,S0901_C03_017M,S0901_C03_017M,S0901_C03_017M,S0901_C03_017M,S0901_C03_017M,S0901_C03_017M,S0901_C03_017M
S0901_C03_018E,S0901_C03_018E,S0901_C03_018E,S0901_C03_018E,S0901_C03_018E,S0901_C03_018E,S0901_C03_018E,S0901_C03_018E
S0901_C03_018M,S0901_C03_018M,S0901_C03_018M,S0901_C03_018M,S0901_C03_018M,S0901_C03_018M,S0901_C03_018M,S0901_C03_018M
S0901_C03_019E,S0901_C03_019E,S0901_C03_019E,S0901_C03_019E,S0901_C03_019E,S0901_C03_019E,S0901_C03_019E,S0901_C03_019E
S0901_C03_019M,S0901_C03_019M,S0901_C03_019M,S0901_C03_019M,S0901_C03_019M,S0901_C03_019M,S0901_C03_019M,S0901_C03_019M
S0901_C03_020E,S0901_C03_020E,S0901_C03_020E,S0901_C03_020E,S0901_C03_020E,S0901_C03_020E,S0901_C03_020E,S0901_C03_020E
S0901_C03_020M,S0901_C03_020M,S0901_C03_020M,S0901_C03_020M,S0901_C03_020M,S0901_C03_020M,S0901_C03_020M,S0901_C03_020M
S0901_C03_021E,S0901_C03_021E,S0901_C03_021E,S0901_C03_021E,S0901_C03_021E,S0901_C03_021E,S0901_C03_021E,S0901_C03_021E
S0901_C03_021M,S0901_C03_021M,S0901_C03_021M,S0901_C03_021M,S0901_C03_021M,S0901_C03_021M,S0901_C03_021M,S0901_C03_021M
S0901_C03_022E,S0901_C03_022E,S0901_C03_022E,S0901_C03_022E,S0901_C03_022E,S0901_C03_022E,S0901_C03_022E,S0901_C03_022E
S0901_C03_022M,S0901_C03_022M,S0901_C03_022M,S0901_C03_022M,S0901_C03_022M,S0901_C03_022M,S0901_C03_022M,S0901_C03_022M
S0901_C03_023E,S0901_C03_023E,S0901_C03_023E,S0901_C03_023E,S0901_C03_023E,S0901_C03_023E,S0901_C03_023E,S0901_C03_023E
S0901_C03_023M,S0901_C03_023M,S0901_C03_023M,S0901_C03_023M,S0901_C03_023M,S0901_C03_023M,S0901_C03_023M,S0901_C03_023M
S0901_C03_024E,S0901_C03_024E,S0901_C03_024E,S0901_C03_024E,S0901_C03_024E,S0901_C03_024E,S0901_C03_024E,S0901_C03_024E
S0901_C03_024M,S0901_C03_024M,S0901_C03_024M,S0901_C03_024M,S0901_C03_024M,S0901_C03_024M,S0901_C03_024M,S0901_C03_024M
S0901_C03_025E,S0901_C03_025E,S0901_C03_025E,S0901_C03_025E,S0901_C03_025E,S0901_C03_025E,S0901_C03_025E,S0901_C03_025E
S0901_C03_025M,S0901_C03_025M,S0901_C03_025M,S0901_C03_025M,S0901_C03_025M,S0901_C03_025M,S0901_C03_025M,S0901_C03_025M
S0901_C03_026E,S0901_C03_026E,S0901_C03_026E,S0901_C03_026E,S0901_C03_026E,S0901_C03_026E,S0901_C03_026E,S0901_C03_026E
S0901_C03_026M,S0901_C03_026M,S0901_C03_026M,S0901_C03_026M,S0901_C03_026M,S0901_C03_026M,S0901_C03_026M,S0901_C03_026M
S0901_C03_027E,S0901_C03_027E,S0901_C03_027E,S0901_C03_027E,S0901_C03_027E,S0901_C03_027E,S0901_C03_027E,S0901_C03_027E
S0901_C03_027M,S0901_C03_027M,S0901_C03_027M,S0901_C03_027M,S0901_C03_027M,S0901_C03_027M,S0901_C03_027M,S0901_C03_027M
S0901_C03_028E,S0901_C03_028E,S0901_C03_028E,S0901_C03_028E,S0901_C03_028E,S0901_C03_028E,S0901_C03_028E,S0901_C03_028E
S0901_C03_028M,S0901_C03_028M,S0901_C03_028M,S0901_C03_028M,S0901_C03_028M,S0901_C03_028M,S0901_C03_028M,S0901_C03_028M
S0901_C03_029E,S0901_C03_029E,S0901_C03_029E,S0901_C03_029E,S0901_C03_029E,S0901_C03_029E,S0901_C03_029E,S0901_C03_029E
S0901_C03_029M,S0901_C03_029M,S0901_C03_029M,S0901_C03_029M,S0901_C03_029M,S0901_C03_029M,S0901_C03_029M,S0901_C03_029M
S0901_C03_030E,S0901_C03_030E,S0901_C03_030E,S0901_C03_030E,S0901_C03_030E,S0901_C03_030E,S0901_C03_030E,S0901_C03_030E
S0901_C03_030M,S0901_C03_030M,S0901_C03_030M,S0901_C03_030M,S0901_C03_030M,S0901_C03_030M,S0901_C03_030M,S0901_C03_030M
S0901_C03_031E,S0901_C03_031E,S0901_C03_031E,S0901_C03_031E,S0901_C03_031E,S0901_C03_031E,S0901_C03_031E,S0901_C03_031E
S0901_C03_031M,S0901_C03_031M,S0901_C03_031M,S0901_C03_031M,S0901_C03_031M,S0901_C03_031M,S0901_C03_031M,S0901_C03_031M
S0901_C03_032E,S0901_C03_032E,S0901_C03_032E,S0901_C03_032E,S0901_C03_032E,S0901_C03_032E,S0901_C03_032E,S0901_C03_032E
S0901_C03_032M,S0901_C03_032M,S0901_C03_032M,S0901_C03_032M,S0901_C03_032M,S0901_C03_032M,S0901_C03_032M,S0901_C03_032M
S0901_C03_033E,S0901_C03_033E,S0901_C03_033E,S0901_C03_033E,S0901_C03_033E,S0901_C03_033E,S0901_C03_033E,S0901_C03_033E
S0901_C03_033M,S0901_C03_033M,S0901_C03_033M,S0901_C03_033M,S0901_C03_033M,S0901_C03_033M,S0901_C03_033M,S0901_C03_033M
S0901_C03_034E,S0901_C03_034E,S0901_C03_034E,S0901_C03_034E,S0901_C03_034E,S0901_C03_034E,S0901_C03_034E,S0901_C03_034E
S0901_C03_034M,S0901_C03_034M,S0901_C03_034M,S0901_C03_034M,S0901_C03_034M,S0901_C03_034M,S0901_C03_034M,S0901_C03_034M
S0901_C03_035E,S0901_C03_035E,S0901_C03_035E,S0901_C03_035E,S0901_C03_035E,S0901_C03_035E,S0901_C03_035E,S0901_C03_035E
S0901_C03_035M,S0901_C03_035M,S0901_C03_035M,S0901_C03_035M,S0901_C03_035M,S0901_C03_035M,S0901_C03_035M,S0901_C03_035M
