2022_ID,2022_Label
S1501_C01_030E,EDUCATIONAL ATTAINMENT!!INT!!ESTIMATE!!TOTAL!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!WHITE ALONE!!BACHELOR'S DEGREE OR HIGHER
S1501_C01_031E,"EDUCATIONAL ATTAINMENT!!INT!!ESTIMATE!!TOTAL!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!WHITE ALONE, NOT HISPANIC OR LATINO"
S1501_C01_032E,"EDUCATIONAL ATTAINMENT!!INT!!ESTIMATE!!TOTAL!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!WHITE ALONE, NOT HISPANIC OR LATINO!!HIGH SCHOOL GRADUATE OR HIGHER"
S1501_C01_033E,"EDUCATIONAL ATTAINMENT!!INT!!ESTIMATE!!TOTAL!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!WHITE ALONE, NOT HISPANIC OR LATINO!!BACHELOR'S DEGREE OR HIGHER"
S1501_C01_034E,EDUCATIONAL ATTAINMENT!!INT!!ESTIMATE!!TOTAL!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!BLACK ALONE
S1501_C01_035E,EDUCATIONAL ATTAINMENT!!INT!!ESTIMATE!!TOTAL!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!BLACK ALONE!!HIGH SCHOOL GRADUATE OR HIGHER
S1501_C01_036E,EDUCATIONAL ATTAINMENT!!INT!!ESTIMATE!!TOTAL!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!BLACK ALONE!!BACHELOR'S DEGREE OR HIGHER
S1501_C01_037E,EDUCATIONAL ATTAINMENT!!INT!!ESTIMATE!!TOTAL!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!AMERICAN INDIAN OR ALASKA NATIVE ALONE
S1501_C01_038E,EDUCATIONAL ATTAINMENT!!INT!!ESTIMATE!!TOTAL!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!AMERICAN INDIAN OR ALASKA NATIVE ALONE!!HIGH SCHOOL GRADUATE OR HIGHER
S1501_C01_039E,EDUCATIONAL ATTAINMENT!!INT!!ESTIMATE!!TOTAL!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!AMERICAN INDIAN OR ALASKA NATIVE ALONE!!BACHELOR'S DEGREE OR HIGHER
S1501_C01_040E,EDUCATIONAL ATTAINMENT!!INT!!ESTIMATE!!TOTAL!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!ASIAN ALONE
S1501_C01_041E,EDUCATIONAL ATTAINMENT!!INT!!ESTIMATE!!TOTAL!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!ASIAN ALONE!!HIGH SCHOOL GRADUATE OR HIGHER
S1501_C01_042E,EDUCATIONAL ATTAINMENT!!INT!!ESTIMATE!!TOTAL!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!ASIAN ALONE!!BACHELOR'S DEGREE OR HIGHER
S1501_C01_043E,EDUCATIONAL ATTAINMENT!!INT!!ESTIMATE!!TOTAL!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
S1501_C01_044E,EDUCATIONAL ATTAINMENT!!INT!!ESTIMATE!!TOTAL!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE!!HIGH SCHOOL GRADUATE OR HIGHER
S1501_C01_045E,EDUCATIONAL ATTAINMENT!!INT!!ESTIMATE!!TOTAL!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE!!BACHELOR'S DEGREE OR HIGHER
S1501_C01_046E,EDUCATIONAL ATTAINMENT!!INT!!ESTIMATE!!TOTAL!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!SOME OTHER RACE ALONE
S1501_C01_047E,EDUCATIONAL ATTAINMENT!!INT!!ESTIMATE!!TOTAL!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!SOME OTHER RACE ALONE!!HIGH SCHOOL GRADUATE OR HIGHER
S1501_C01_048E,EDUCATIONAL ATTAINMENT!!INT!!ESTIMATE!!TOTAL!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!SOME OTHER RACE ALONE!!BACHELOR'S DEGREE OR HIGHER
S1501_C01_049E,EDUCATIONAL ATTAINMENT!!INT!!ESTIMATE!!TOTAL!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!TWO OR MORE RACES
S1501_C01_050E,EDUCATIONAL ATTAINMENT!!INT!!ESTIMATE!!TOTAL!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!TWO OR MORE RACES!!HIGH SCHOOL GRADUATE OR HIGHER
S1501_C01_051E,EDUCATIONAL ATTAINMENT!!INT!!ESTIMATE!!TOTAL!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!TWO OR MORE RACES!!BACHELOR'S DEGREE OR HIGHER
S1501_C01_052E,EDUCATIONAL ATTAINMENT!!INT!!ESTIMATE!!TOTAL!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!HISPANIC OR LATINO ORIGIN
S1501_C01_053E,EDUCATIONAL ATTAINMENT!!INT!!ESTIMATE!!TOTAL!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!HISPANIC OR LATINO ORIGIN!!HIGH SCHOOL GRADUATE OR HIGHER
S1501_C01_054E,EDUCATIONAL ATTAINMENT!!INT!!ESTIMATE!!TOTAL!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!HISPANIC OR LATINO ORIGIN!!BACHELOR'S DEGREE OR HIGHER
S1501_C01_055E,EDUCATIONAL ATTAINMENT!!INT!!ESTIMATE!!TOTAL!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!LESS THAN HIGH SCHOOL GRADUATE
S1501_C01_056E,EDUCATIONAL ATTAINMENT!!INT!!ESTIMATE!!TOTAL!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!HIGH SCHOOL GRADUATE (INCLUDES EQUIVALENCY)
S1501_C01_057E,EDUCATIONAL ATTAINMENT!!INT!!ESTIMATE!!TOTAL!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!SOME COLLEGE OR ASSOCIATE'S DEGREE
S1501_C01_058E,EDUCATIONAL ATTAINMENT!!INT!!ESTIMATE!!TOTAL!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!BACHELOR'S DEGREE OR HIGHER
S1501_C01_059E,EDUCATIONAL ATTAINMENT!!INT!!ESTIMATE!!TOTAL!!MEDIAN EARNINGS IN THE PAST 12 MONTHS !!AGE BY EDUCATIONAL ATTAINMENT!!POPULATION 25 YEARS AND OVER WITH EARNINGS
S1501_C01_060E,EDUCATIONAL ATTAINMENT!!INT!!ESTIMATE!!TOTAL!!MEDIAN EARNINGS IN THE PAST 12 MONTHS !!AGE BY EDUCATIONAL ATTAINMENT!!POPULATION 25 YEARS AND OVER WITH EARNINGS!!LESS THAN HIGH SCHOOL GRADUATE
S1501_C01_061E,EDUCATIONAL ATTAINMENT!!INT!!ESTIMATE!!TOTAL!!MEDIAN EARNINGS IN THE PAST 12 MONTHS !!AGE BY EDUCATIONAL ATTAINMENT!!POPULATION 25 YEARS AND OVER WITH EARNINGS!!HIGH SCHOOL GRADUATE (INCLUDES EQUIVALENCY)
S1501_C01_062E,EDUCATIONAL ATTAINMENT!!INT!!ESTIMATE!!TOTAL!!MEDIAN EARNINGS IN THE PAST 12 MONTHS !!AGE BY EDUCATIONAL ATTAINMENT!!POPULATION 25 YEARS AND OVER WITH EARNINGS!!SOME COLLEGE OR ASSOCIATE'S DEGREE
S1501_C01_063E,EDUCATIONAL ATTAINMENT!!INT!!ESTIMATE!!TOTAL!!MEDIAN EARNINGS IN THE PAST 12 MONTHS !!AGE BY EDUCATIONAL ATTAINMENT!!POPULATION 25 YEARS AND OVER WITH EARNINGS!!BACHELOR'S DEGREE
S1501_C01_064E,EDUCATIONAL ATTAINMENT!!INT!!ESTIMATE!!TOTAL!!MEDIAN EARNINGS IN THE PAST 12 MONTHS !!AGE BY EDUCATIONAL ATTAINMENT!!POPULATION 25 YEARS AND OVER WITH EARNINGS!!GRADUATE OR PROFESSIONAL DEGREE
S1501_C02_001E,EDUCATIONAL ATTAINMENT!!INT!!ESTIMATE!!PERCENT!!AGE BY EDUCATIONAL ATTAINMENT!!POPULATION 25 YEARS AND OVER!!POPULATION 18 TO 24 YEARS
S1501_C02_002E,EDUCATIONAL ATTAINMENT!!FLOAT!!ESTIMATE!!PERCENT!!AGE BY EDUCATIONAL ATTAINMENT!!POPULATION 25 YEARS AND OVER!!POPULATION 18 TO 24 YEARS!!LESS THAN HIGH SCHOOL GRADUATE
S1501_C02_003E,EDUCATIONAL ATTAINMENT!!FLOAT!!ESTIMATE!!PERCENT!!AGE BY EDUCATIONAL ATTAINMENT!!POPULATION 25 YEARS AND OVER!!POPULATION 18 TO 24 YEARS!!HIGH SCHOOL GRADUATE (INCLUDES EQUIVALENCY)
S1501_C02_004E,EDUCATIONAL ATTAINMENT!!FLOAT!!ESTIMATE!!PERCENT!!AGE BY EDUCATIONAL ATTAINMENT!!POPULATION 25 YEARS AND OVER!!POPULATION 18 TO 24 YEARS!!SOME COLLEGE OR ASSOCIATE'S DEGREE
S1501_C02_005E,EDUCATIONAL ATTAINMENT!!FLOAT!!ESTIMATE!!PERCENT!!AGE BY EDUCATIONAL ATTAINMENT!!POPULATION 25 YEARS AND OVER!!POPULATION 18 TO 24 YEARS!!BACHELOR'S DEGREE OR HIGHER
S1501_C02_006E,EDUCATIONAL ATTAINMENT!!INT!!ESTIMATE!!PERCENT!!AGE BY EDUCATIONAL ATTAINMENT!!POPULATION 25 YEARS AND OVER
S1501_C02_007E,EDUCATIONAL ATTAINMENT!!FLOAT!!ESTIMATE!!PERCENT!!AGE BY EDUCATIONAL ATTAINMENT!!POPULATION 25 YEARS AND OVER!!LESS THAN 9TH GRADE
S1501_C02_008E,"EDUCATIONAL ATTAINMENT!!FLOAT!!ESTIMATE!!PERCENT!!AGE BY EDUCATIONAL ATTAINMENT!!POPULATION 25 YEARS AND OVER!!9TH TO 12TH GRADE, NO DIPLOMA"
S1501_C02_009E,EDUCATIONAL ATTAINMENT!!FLOAT!!ESTIMATE!!PERCENT!!AGE BY EDUCATIONAL ATTAINMENT!!POPULATION 25 YEARS AND OVER!!HIGH SCHOOL GRADUATE (INCLUDES EQUIVALENCY)
S1501_C02_010E,"EDUCATIONAL ATTAINMENT!!FLOAT!!ESTIMATE!!PERCENT!!AGE BY EDUCATIONAL ATTAINMENT!!POPULATION 25 YEARS AND OVER!!SOME COLLEGE, NO DEGREE"
S1501_C02_011E,EDUCATIONAL ATTAINMENT!!FLOAT!!ESTIMATE!!PERCENT!!AGE BY EDUCATIONAL ATTAINMENT!!POPULATION 25 YEARS AND OVER!!ASSOCIATE'S DEGREE
S1501_C02_012E,EDUCATIONAL ATTAINMENT!!FLOAT!!ESTIMATE!!PERCENT!!AGE BY EDUCATIONAL ATTAINMENT!!POPULATION 25 YEARS AND OVER!!BACHELOR'S DEGREE
S1501_C02_013E,EDUCATIONAL ATTAINMENT!!FLOAT!!ESTIMATE!!PERCENT!!AGE BY EDUCATIONAL ATTAINMENT!!POPULATION 25 YEARS AND OVER!!GRADUATE OR PROFESSIONAL DEGREE
S1501_C02_014E,EDUCATIONAL ATTAINMENT!!FLOAT!!ESTIMATE!!PERCENT!!AGE BY EDUCATIONAL ATTAINMENT!!POPULATION 25 YEARS AND OVER!!HIGH SCHOOL GRADUATE OR HIGHER
S1501_C02_015E,EDUCATIONAL ATTAINMENT!!FLOAT!!ESTIMATE!!PERCENT!!AGE BY EDUCATIONAL ATTAINMENT!!POPULATION 25 YEARS AND OVER!!BACHELOR'S DEGREE OR HIGHER
S1501_C02_016E,EDUCATIONAL ATTAINMENT!!INT!!ESTIMATE!!PERCENT!!AGE BY EDUCATIONAL ATTAINMENT!!POPULATION 25 YEARS AND OVER!!POPULATION 25 TO 34 YEARS
S1501_C02_017E,EDUCATIONAL ATTAINMENT!!FLOAT!!ESTIMATE!!PERCENT!!AGE BY EDUCATIONAL ATTAINMENT!!POPULATION 25 YEARS AND OVER!!POPULATION 25 TO 34 YEARS!!HIGH SCHOOL GRADUATE OR HIGHER
S1501_C02_018E,EDUCATIONAL ATTAINMENT!!FLOAT!!ESTIMATE!!PERCENT!!AGE BY EDUCATIONAL ATTAINMENT!!POPULATION 25 YEARS AND OVER!!POPULATION 25 TO 34 YEARS!!BACHELOR'S DEGREE OR HIGHER
S1501_C02_019E,EDUCATIONAL ATTAINMENT!!INT!!ESTIMATE!!PERCENT!!AGE BY EDUCATIONAL ATTAINMENT!!POPULATION 25 YEARS AND OVER!!POPULATION 35 TO 44 YEARS
S1501_C02_020E,EDUCATIONAL ATTAINMENT!!FLOAT!!ESTIMATE!!PERCENT!!AGE BY EDUCATIONAL ATTAINMENT!!POPULATION 25 YEARS AND OVER!!POPULATION 35 TO 44 YEARS!!HIGH SCHOOL GRADUATE OR HIGHER
S1501_C02_021E,EDUCATIONAL ATTAINMENT!!FLOAT!!ESTIMATE!!PERCENT!!AGE BY EDUCATIONAL ATTAINMENT!!POPULATION 25 YEARS AND OVER!!POPULATION 35 TO 44 YEARS!!BACHELOR'S DEGREE OR HIGHER
S1501_C02_022E,EDUCATIONAL ATTAINMENT!!INT!!ESTIMATE!!PERCENT!!AGE BY EDUCATIONAL ATTAINMENT!!POPULATION 25 YEARS AND OVER!!POPULATION 45 TO 64 YEARS
S1501_C02_023E,EDUCATIONAL ATTAINMENT!!FLOAT!!ESTIMATE!!PERCENT!!AGE BY EDUCATIONAL ATTAINMENT!!POPULATION 25 YEARS AND OVER!!POPULATION 45 TO 64 YEARS!!HIGH SCHOOL GRADUATE OR HIGHER
S1501_C02_024E,EDUCATIONAL ATTAINMENT!!FLOAT!!ESTIMATE!!PERCENT!!AGE BY EDUCATIONAL ATTAINMENT!!POPULATION 25 YEARS AND OVER!!POPULATION 45 TO 64 YEARS!!BACHELOR'S DEGREE OR HIGHER
S1501_C02_025E,EDUCATIONAL ATTAINMENT!!INT!!ESTIMATE!!PERCENT!!AGE BY EDUCATIONAL ATTAINMENT!!POPULATION 25 YEARS AND OVER!!POPULATION 65 YEARS AND OVER
S1501_C02_026E,EDUCATIONAL ATTAINMENT!!FLOAT!!ESTIMATE!!PERCENT!!AGE BY EDUCATIONAL ATTAINMENT!!POPULATION 25 YEARS AND OVER!!POPULATION 65 YEARS AND OVER!!HIGH SCHOOL GRADUATE OR HIGHER
S1501_C02_027E,EDUCATIONAL ATTAINMENT!!FLOAT!!ESTIMATE!!PERCENT!!AGE BY EDUCATIONAL ATTAINMENT!!POPULATION 25 YEARS AND OVER!!POPULATION 65 YEARS AND OVER!!BACHELOR'S DEGREE OR HIGHER
S1501_C02_028E,EDUCATIONAL ATTAINMENT!!INT!!ESTIMATE!!PERCENT!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!WHITE ALONE
S1501_C02_029E,EDUCATIONAL ATTAINMENT!!FLOAT!!ESTIMATE!!PERCENT!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!WHITE ALONE!!HIGH SCHOOL GRADUATE OR HIGHER
S1501_C02_030E,EDUCATIONAL ATTAINMENT!!FLOAT!!ESTIMATE!!PERCENT!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!WHITE ALONE!!BACHELOR'S DEGREE OR HIGHER
S1501_C02_031E,"EDUCATIONAL ATTAINMENT!!INT!!ESTIMATE!!PERCENT!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!WHITE ALONE, NOT HISPANIC OR LATINO"
S1501_C02_032E,"EDUCATIONAL ATTAINMENT!!FLOAT!!ESTIMATE!!PERCENT!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!WHITE ALONE, NOT HISPANIC OR LATINO!!HIGH SCHOOL GRADUATE OR HIGHER"
S1501_C02_033E,"EDUCATIONAL ATTAINMENT!!FLOAT!!ESTIMATE!!PERCENT!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!WHITE ALONE, NOT HISPANIC OR LATINO!!BACHELOR'S DEGREE OR HIGHER"
S1501_C02_034E,EDUCATIONAL ATTAINMENT!!INT!!ESTIMATE!!PERCENT!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!BLACK ALONE
S1501_C02_035E,EDUCATIONAL ATTAINMENT!!FLOAT!!ESTIMATE!!PERCENT!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!BLACK ALONE!!HIGH SCHOOL GRADUATE OR HIGHER
S1501_C02_036E,EDUCATIONAL ATTAINMENT!!FLOAT!!ESTIMATE!!PERCENT!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!BLACK ALONE!!BACHELOR'S DEGREE OR HIGHER
S1501_C02_037E,EDUCATIONAL ATTAINMENT!!INT!!ESTIMATE!!PERCENT!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!AMERICAN INDIAN OR ALASKA NATIVE ALONE
S1501_C02_038E,EDUCATIONAL ATTAINMENT!!FLOAT!!ESTIMATE!!PERCENT!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!AMERICAN INDIAN OR ALASKA NATIVE ALONE!!HIGH SCHOOL GRADUATE OR HIGHER
S1501_C02_039E,EDUCATIONAL ATTAINMENT!!FLOAT!!ESTIMATE!!PERCENT!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!AMERICAN INDIAN OR ALASKA NATIVE ALONE!!BACHELOR'S DEGREE OR HIGHER
S1501_C02_040E,EDUCATIONAL ATTAINMENT!!INT!!ESTIMATE!!PERCENT!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!ASIAN ALONE
S1501_C02_041E,EDUCATIONAL ATTAINMENT!!FLOAT!!ESTIMATE!!PERCENT!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!ASIAN ALONE!!HIGH SCHOOL GRADUATE OR HIGHER
S1501_C02_042E,EDUCATIONAL ATTAINMENT!!FLOAT!!ESTIMATE!!PERCENT!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!ASIAN ALONE!!BACHELOR'S DEGREE OR HIGHER
S1501_C02_043E,EDUCATIONAL ATTAINMENT!!INT!!ESTIMATE!!PERCENT!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
S1501_C02_044E,EDUCATIONAL ATTAINMENT!!FLOAT!!ESTIMATE!!PERCENT!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE!!HIGH SCHOOL GRADUATE OR HIGHER
S1501_C02_045E,EDUCATIONAL ATTAINMENT!!FLOAT!!ESTIMATE!!PERCENT!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE!!BACHELOR'S DEGREE OR HIGHER
S1501_C02_046E,EDUCATIONAL ATTAINMENT!!INT!!ESTIMATE!!PERCENT!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!SOME OTHER RACE ALONE
S1501_C02_047E,EDUCATIONAL ATTAINMENT!!FLOAT!!ESTIMATE!!PERCENT!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!SOME OTHER RACE ALONE!!HIGH SCHOOL GRADUATE OR HIGHER
S1501_C02_048E,EDUCATIONAL ATTAINMENT!!FLOAT!!ESTIMATE!!PERCENT!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!SOME OTHER RACE ALONE!!BACHELOR'S DEGREE OR HIGHER
S1501_C02_049E,EDUCATIONAL ATTAINMENT!!INT!!ESTIMATE!!PERCENT!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!TWO OR MORE RACES
S1501_C02_050E,EDUCATIONAL ATTAINMENT!!FLOAT!!ESTIMATE!!PERCENT!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!TWO OR MORE RACES!!HIGH SCHOOL GRADUATE OR HIGHER
S1501_C02_051E,EDUCATIONAL ATTAINMENT!!FLOAT!!ESTIMATE!!PERCENT!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!TWO OR MORE RACES!!BACHELOR'S DEGREE OR HIGHER
S1501_C02_052E,EDUCATIONAL ATTAINMENT!!INT!!ESTIMATE!!PERCENT!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!HISPANIC OR LATINO ORIGIN
S1501_C02_053E,EDUCATIONAL ATTAINMENT!!FLOAT!!ESTIMATE!!PERCENT!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!HISPANIC OR LATINO ORIGIN!!HIGH SCHOOL GRADUATE OR HIGHER
S1501_C02_054E,EDUCATIONAL ATTAINMENT!!FLOAT!!ESTIMATE!!PERCENT!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!HISPANIC OR LATINO ORIGIN!!BACHELOR'S DEGREE OR HIGHER
S1501_C02_055E,EDUCATIONAL ATTAINMENT!!FLOAT!!ESTIMATE!!PERCENT!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!LESS THAN HIGH SCHOOL GRADUATE
S1501_C02_056E,EDUCATIONAL ATTAINMENT!!FLOAT!!ESTIMATE!!PERCENT!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!HIGH SCHOOL GRADUATE (INCLUDES EQUIVALENCY)
S1501_C02_057E,EDUCATIONAL ATTAINMENT!!FLOAT!!ESTIMATE!!PERCENT!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!SOME COLLEGE OR ASSOCIATE'S DEGREE
S1501_C02_058E,EDUCATIONAL ATTAINMENT!!FLOAT!!ESTIMATE!!PERCENT!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!BACHELOR'S DEGREE OR HIGHER
S1501_C02_059E,EDUCATIONAL ATTAINMENT!!INT!!ESTIMATE!!PERCENT!!MEDIAN EARNINGS IN THE PAST 12 MONTHS !!AGE BY EDUCATIONAL ATTAINMENT!!POPULATION 25 YEARS AND OVER WITH EARNINGS
S1501_C02_060E,EDUCATIONAL ATTAINMENT!!INT!!ESTIMATE!!PERCENT!!MEDIAN EARNINGS IN THE PAST 12 MONTHS !!AGE BY EDUCATIONAL ATTAINMENT!!POPULATION 25 YEARS AND OVER WITH EARNINGS!!LESS THAN HIGH SCHOOL GRADUATE
S1501_C02_061E,EDUCATIONAL ATTAINMENT!!INT!!ESTIMATE!!PERCENT!!MEDIAN EARNINGS IN THE PAST 12 MONTHS !!AGE BY EDUCATIONAL ATTAINMENT!!POPULATION 25 YEARS AND OVER WITH EARNINGS!!HIGH SCHOOL GRADUATE (INCLUDES EQUIVALENCY)
S1501_C02_062E,EDUCATIONAL ATTAINMENT!!INT!!ESTIMATE!!PERCENT!!MEDIAN EARNINGS IN THE PAST 12 MONTHS !!AGE BY EDUCATIONAL ATTAINMENT!!POPULATION 25 YEARS AND OVER WITH EARNINGS!!SOME COLLEGE OR ASSOCIATE'S DEGREE
S1501_C02_063E,EDUCATIONAL ATTAINMENT!!INT!!ESTIMATE!!PERCENT!!MEDIAN EARNINGS IN THE PAST 12 MONTHS !!AGE BY EDUCATIONAL ATTAINMENT!!POPULATION 25 YEARS AND OVER WITH EARNINGS!!BACHELOR'S DEGREE
S1501_C02_064E,EDUCATIONAL ATTAINMENT!!INT!!ESTIMATE!!PERCENT!!MEDIAN EARNINGS IN THE PAST 12 MONTHS !!AGE BY EDUCATIONAL ATTAINMENT!!POPULATION 25 YEARS AND OVER WITH EARNINGS!!GRADUATE OR PROFESSIONAL DEGREE
S1501_C03_001E,EDUCATIONAL ATTAINMENT!!INT!!ESTIMATE!!MALE!!AGE BY EDUCATIONAL ATTAINMENT!!POPULATION 25 YEARS AND OVER!!POPULATION 18 TO 24 YEARS
S1501_C03_002E,EDUCATIONAL ATTAINMENT!!INT!!ESTIMATE!!MALE!!AGE BY EDUCATIONAL ATTAINMENT!!POPULATION 25 YEARS AND OVER!!POPULATION 18 TO 24 YEARS!!LESS THAN HIGH SCHOOL GRADUATE
S1501_C03_003E,EDUCATIONAL ATTAINMENT!!INT!!ESTIMATE!!MALE!!AGE BY EDUCATIONAL ATTAINMENT!!POPULATION 25 YEARS AND OVER!!POPULATION 18 TO 24 YEARS!!HIGH SCHOOL GRADUATE (INCLUDES EQUIVALENCY)
S1501_C03_004E,EDUCATIONAL ATTAINMENT!!INT!!ESTIMATE!!MALE!!AGE BY EDUCATIONAL ATTAINMENT!!POPULATION 25 YEARS AND OVER!!POPULATION 18 TO 24 YEARS!!SOME COLLEGE OR ASSOCIATE'S DEGREE
S1501_C03_005E,EDUCATIONAL ATTAINMENT!!INT!!ESTIMATE!!MALE!!AGE BY EDUCATIONAL ATTAINMENT!!POPULATION 25 YEARS AND OVER!!POPULATION 18 TO 24 YEARS!!BACHELOR'S DEGREE OR HIGHER
S1501_C03_006E,EDUCATIONAL ATTAINMENT!!INT!!ESTIMATE!!MALE!!AGE BY EDUCATIONAL ATTAINMENT!!POPULATION 25 YEARS AND OVER
S1501_C03_007E,EDUCATIONAL ATTAINMENT!!INT!!ESTIMATE!!MALE!!AGE BY EDUCATIONAL ATTAINMENT!!POPULATION 25 YEARS AND OVER!!LESS THAN 9TH GRADE
